query,answer,rec_api,rank,original_rank
Help typecasting a String Array of bytes to actual bytes,"['java.lang.Byte.parseByte', 'java.lang.Integer.parseInt']","['java.lang.Byte.parseByte', 'javax.xml.bind.DatatypeConverter.printHexBinary', 'java.util.Arrays.toString', 'java.lang.System.arraycopy', 'java.lang.String.getBytes', 'java.util.stream.Collectors.joining', 'java.util.Arrays.copyOf', 'java.math.BigInteger.toString', 'java.lang.Integer.toString', 'java.nio.ByteBuffer.wrap']",1,4
Best approach for dealing with time measures,"['java.lang.Long.toUnsignedString', 'java.lang.Long.compareUnsigned', 'java.time.Duration.ofNanos', 'java.lang.System.nanoTime', 'java.lang.System.currentTimeMillis']","['java.lang.System.currentTimeMillis', 'java.lang.System.0oTime', 'java.lang.Object.wait', 'java.lang.Thread.sleep', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.util.Arrays.sort', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor', 'java.util.concurrent.ScheduledExecutorService.scheduleAtFixedRate', 'java.lang.Thread.interrupted', 'java.util.concurrent.ScheduledExecutorService.schedule']",1,1
Java replacing special characters,"['java.lang.String.replace', 'java.util.regex.Pattern.quote']","['java.util.regex.Pattern.quote', 'java.lang.String.replace', 'java.lang.String.replaceFirst', 'java.lang.String.replaceAll', 'java.util.regex.Matcher.replaceAll', 'java.lang.String.split', 'java.lang.System.currentTimeMillis', 'java.util.regex.Matcher.quoteReplacement', 'null', 'null']",1,2
Efficient way to convert io.netty.buffer.ByteBuf to java.nio.ByteBuffer,['java.nio.ByteBuffer.wrap'],"['java.nio.charset.Charset.decode', 'java.nio.ByteBuffer.order', 'java.nio.ByteBuffer.asCharBuffer', 'java.nio.ByteBuffer.array', 'java.nio.ByteBuffer.wrap', 'java.nio.ByteBuffer.asIntBuffer', 'java.nio.channels.Channels.newChannel', 'java.nio.charset.Charset.encode', 'java.io.StringWriter.toString', 'java.nio.FloatBuffer.wrap']",5,5
collecting from parallel stream in java 8,['java.util.stream.Stream.collect'],"['java.util.stream.Stream.collect', 'java.util.stream.Stream.of', 'java.util.stream.BaseStream.parallel', 'java.util.stream.Stream.concat', 'java.util.Collection.parallelStream', 'java.util.stream.LongStream.collect', 'java.util.concurrent.CopyOnWriteArrayList.spliterator', 'java.util.stream.BaseStream.sequential', 'java.util.Collection.stream', 'java.nio.file.Files.lines']",1,1
Java - Draw a ruler (line with tick marks at 90 degree angle),"['java.awt.Graphics.create', 'java.lang.Math.atan2']","['java.lang.Math.toDegrees', 'java.awt.geom.AffineTransform.getRotateInstance', 'java.lang.Math.cos', 'java.awt.Graphics.drawPolygon', 'java.lang.Math.atan', 'java.lang.Math.toRadians', 'java.awt.Graphics.drawLine', 'java.lang.Math.sin', 'java.lang.Math.atan2', 'java.awt.Graphics2D.draw']",9,6
How to Instruct JVM to keep memory footprint as low as possible,['java.lang.System.gc'],"['java.lang.System.gc', 'java.lang.Runtime.freeMemory', 'java.lang.Runtime.addShutdownHook', 'java.lang.ProcessBuilder.start', 'java.lang.System.exit', 'java.lang.Process.destroy', 'java.lang.Thread.sleep', 'java.lang.String.intern', 'java.lang.Thread.start', 'java.lang.Runtime.getRuntime']",1,1
How to show different cards in a CardLayout,['java.awt.CardLayout.show'],"['java.awt.CardLayout.first', 'java.awt.CardLayout.next', 'java.awt.CardLayout.show', 'java.awt.Window.setLocationByPlatform', 'java.awt.Window.dispose', 'javax.swing.JComponent.paintComponent', 'javax.swing.JLabel.setIcon', 'null', 'null', 'null']",3,3
How to Sort Date in descending order From Arraylist Date in android,"['java.util.Collections.sort', 'java.util.Collections.reverseOrder']","['java.util.Collections.reverseOrder', 'java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.Comparator.reversed', 'java.time.LocalDateTime.compareTo', 'java.util.List.sort', 'java.util.Collections.reverse', 'java.time.LocalDate.compareTo', 'java.util.Date.before', 'java.util.Date.getTime']",1,1
String Concatenation and Autoboxing in Java,"['java.lang.StringBuilder.append', 'java.lang.String.valueOf']","['java.lang.String.valueOf', 'java.lang.String.concat', 'java.lang.StringBuilder.append', 'java.lang.Integer.toString', 'java.lang.Character.toString', 'java.lang.Double.toString', 'java.lang.String.intern', 'java.lang.String.format', 'java.util.Arrays.toString', 'java.lang.Float.parseFloat']",1,1
Stopping looping thread in Java,['java.lang.Thread.interrupt'],"['java.lang.Thread.stop', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.lang.Thread.join', 'java.lang.Thread.interrupt', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.suspend', 'java.lang.Thread.start', 'java.sql.Statement.cancel', 'java.lang.Thread.setDaemon', 'java.lang.Object.wait']",4,9
How do I Click a JButton without the user Clicking it,['javax.swing.AbstractButton.doClick'],"['java.awt.event.MouseEvent.getClickCount', 'javax.swing.JDialog.setDefaultCloseOperation', 'javax.swing.SwingUtilities.isRightMouseButton', 'javax.swing.SwingUtilities.invokeLater', 'java.util.Collections.shuffle', 'javax.swing.JOptionPane.showMessageDialog', 'java.util.EventObject.getSource', 'null', 'null', 'java.awt.Dialog.setVisible']",-1,10
Convert a byte or int to bitset,['java.util.BitSet.valueOf'],"['java.lang.Integer.intValue', 'java.util.BitSet.valueOf', 'java.lang.Integer.toString', 'java.util.BitSet.length', 'java.io.FileOutputStream.write', 'java.nio.ByteBuffer.getInt', 'java.util.BitSet.toByteArray', 'java.lang.Integer.valueOf', 'java.nio.ByteBuffer.order', 'java.lang.String.valueOf']",2,7
Java Array Comparison,['java.util.Arrays.equals'],"['java.util.Arrays.equals', 'java.util.Arrays.sort', 'java.util.Vector.equals', 'java.lang.Integer.intValue', 'java.lang.Long.compareUnsigned', 'java.lang.String.charAt', 'java.util.Arrays.deepToString', 'java.util.Arrays.deepEquals', 'java.util.Arrays.toString', 'java.lang.System.arraycopy']",1,1
How to create a type safe generic array in java,['java.lang.reflect.Array.newInstance'],"['java.lang.reflect.Array.newInstance', 'java.util.List.toArray', 'java.util.ArrayList.toArray', 'java.util.Arrays.deepToString', 'java.lang.Class.isInstance', 'java.util.stream.Stream.toArray', 'java.util.Collections.checkedCollection', 'java.util.Collections.sort', 'java.lang.Class.cast', 'java.util.ArrayList.set']",1,1
"Comparing two objects, either of which could be null",['java.util.Objects.equals'],"['java.util.Objects.equals', 'java.lang.Object.equals', 'java.util.Arrays.equals', 'java.util.Collections.sort', 'java.util.Date.compareTo', 'java.lang.Integer.compare', 'java.lang.Integer.valueOf', 'java.util.Arrays.deepEquals', 'java.util.Collections.max', 'java.lang.Boolean.compare']",1,1
Java rounding to nearest 0.05,['java.lang.Math.round'],"['java.lang.Math.round', 'java.lang.Math.ceil', 'java.lang.Math.ulp', 'java.math.BigDecimal.round', 'java.lang.Math.floor', 'java.lang.Math.log10', 'java.lang.Double.toString', 'java.math.BigDecimal.setScale', 'java.lang.Math.abs', 'java.time.Instant.ofEpochMilli']",1,1
NetBeans (Java Swing): Set window size,"['java.awt.Window.pack', 'java.awt.Component.setSize']","['java.lang.System.lineSeparator', 'javax.swing.DefaultListModel.addElement', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JList.setPrototypeCellValue', 'java.util.Arrays.asList', 'null', 'java.lang.System.arraycopy', 'java.lang.Runtime.exec', 'java.lang.System.getProperty', 'java.lang.Runtime.getRuntime']",-1,8
Intercepting java machine shutdown call,['java.lang.Runtime.addShutdownHook'],"['java.lang.Runtime.addShutdownHook', 'java.net.URLConnection.setConnectTimeout', 'java.lang.System.exit', 'java.lang.Runtime.halt', 'java.lang.Runtime.getRuntime', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.ExecutorService.awaitTermination', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.lang.Thread.join', 'java.lang.Thread.currentThread']",1,1
How to determine if a Java Class implements a particular Interface,['java.lang.Class.isAssignableFrom'],"['java.lang.Class.getSuperclass', 'java.lang.Class.getInterfaces', 'java.lang.Class.isInstance', 'java.lang.Class.asSubclass', 'javax.lang.model.element.Element.getModifiers', 'java.lang.reflect.Method.getParameterAnnotations', 'java.lang.Object.getClass', 'java.util.Collections.sort', 'java.lang.Class.getAnnotation', 'java.lang.Comparable.compareTo']",-1,7
End Java threads after a while statement has been run,"['java.lang.Thread.interrupt', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.stop']","['java.lang.Thread.start', 'java.util.concurrent.Future.cancel', 'java.lang.Thread.currentThread', 'java.lang.Thread.interrupted', 'java.lang.Thread.run', 'java.lang.Thread.join', 'java.util.concurrent.Executors.newSingleThreadExecutor', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.stop', 'java.lang.Thread.interrupt']",8,6
Hide a column in JTable,['javax.swing.JTable.removeColumn'],"['javax.swing.JTable.removeColumn', 'javax.swing.table.DefaultTableModel.addRow', 'javax.swing.JTable.convertRowIndexToModel', 'java.lang.Integer.parseInt', 'javax.swing.JTable.setRowSelectionInterval', 'java.awt.Toolkit.getDefaultToolkit', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.JTable.convertColumnIndexToModel', 'javax.swing.SwingUtilities.invokeAndWait', 'null']",1,1
Java: How to programmatically select and expand multiple nodes in a JTree,"['javax.swing.JTree.setExpandedState', 'javax.swing.tree.TreeSelectionModel.setSelectionPaths', 'javax.swing.JTree.setExpandsSelectedPaths']","['javax.swing.JTable.getSelectionModel', 'javax.swing.JList.setSelectionMode', 'javax.swing.JTree.setSelectionModel', 'javax.swing.tree.TreeModel.isLeaf', 'javax.swing.JComponent.setOpaque', 'javax.swing.ListSelectionModel.setSelectionMode', 'javax.swing.JList.setSelectedIndices', 'javax.swing.table.TableColumnModel.setColumnSelectionAllowed', 'javax.swing.JList.getSelectedValuesList', 'javax.swing.tree.TreeModel.getRoot']",-1,8
How to turn uppercase to lowercase using the charAt method,"['java.lang.String.toLowerCase', 'java.lang.Character.toLowerCase']","['java.lang.String.toLowerCase', 'java.lang.Character.toLowerCase', 'java.lang.String.toUpperCase', 'java.lang.Character.toUpperCase', 'java.lang.String.indexOf', 'java.lang.Character.isUpperCase', 'java.lang.String.replaceAll', 'java.lang.Character.isDigit', 'java.lang.Character.digit', 'java.lang.Character.isLetter']",1,3
Gracefully ending a thread that's waiting on a blocking queue,"['java.lang.Thread.interrupt', 'java.lang.Thread.stop']","['java.lang.Thread.interrupt', 'java.util.concurrent.SynchronousQueue.take', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.lang.Thread.join', 'java.lang.Object.notify', 'java.util.concurrent.locks.Condition.await', 'java.lang.Object.wait', 'java.lang.Thread.isInterrupted', 'java.util.concurrent.ExecutorService.shutdown', 'java.lang.Thread.stop']",1,1
How to check whether a class exists,['java.lang.Class.forName'],"['java.lang.Class.forName', 'java.lang.Class.getMethod', 'java.lang.Class.getMethods', 'java.lang.Class.getDeclaredMethods', 'java.lang.Class.isInstance', 'java.io.File.exists', 'java.lang.Class.isAssignableFrom', 'java.nio.file.Files.isDirectory', 'java.nio.file.Files.exists', 'java.nio.file.Files.notExists']",1,2
comparing the two times is greater or lesser in java,"['java.util.Date.after', 'java.util.Date.compareTo', 'java.util.Date.before', 'java.util.Date.equals']","['java.util.Arrays.equals', 'java.util.Arrays.sort', 'java.time.LocalTime.equals', 'java.time.LocalTime.isBefore', 'java.util.Date.compareTo', 'java.lang.System.currentTimeMillis', 'java.time.LocalTime.isAfter', 'java.time.LocalDate.compareTo', 'java.util.Arrays.copyOf', 'java.lang.Object.equals']",5,7
Remove trailing zeros from double,['java.math.BigDecimal.stripTrailingZeros'],"['java.math.BigDecimal.stripTrailingZeros', 'java.math.BigDecimal.toPlainString', 'java.lang.Math.ceil', 'java.lang.Math.rint', 'java.util.Scanner.nextFloat', 'java.lang.Math.floor', 'java.math.BigDecimal.toBigInteger', 'java.lang.String.indexOf', 'java.lang.String.trim', 'java.lang.String.valueOf']",1,1
Remove all characters from string which are not on whitelist,['java.lang.String.replaceAll'],"['java.lang.String.replaceAll', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.Character.isLetter', 'java.lang.String.indexOf', 'java.lang.String.trim', 'java.lang.String.split', 'java.lang.String.replace', 'java.util.regex.Pattern.quote', 'java.lang.String.valueOf', 'java.lang.String.charAt']",1,3
Execute shell command in Tomcat,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.lang.Process.waitFor', 'java.lang.Process.exitValue', 'java.lang.ProcessBuilder.start', 'java.lang.ProcessBuilder.command', 'java.lang.Process.getErrorStream', 'java.lang.ProcessBuilder.inheritIO', 'java.lang.Process.getOutputStream', 'java.lang.Process.getInputStream', 'java.lang.ProcessBuilder.directory']",1,1
Stable timer independent of system time,['java.lang.System.nanoTime'],"['java.lang.System.currentTimeMillis', 'java.lang.Thread.sleep', 'java.util.Timer.schedule', 'java.lang.System.0oTime', 'javax.swing.Timer.stop', 'java.util.TimerTask.scheduledExecutionTime', 'java.util.concurrent.locks.LockSupport.park0os', 'java.util.concurrent.Executors.newSingleThreadScheduledExecutor', 'java.util.Calendar.getInstance', 'javax.swing.Timer.start']",-1,9
"Shuffling a Deck of Cards , Redundancy after swapping two values",['java.util.Collections.shuffle'],"['java.util.Collections.shuffle', 'java.util.Arrays.sort', 'java.util.Collections.swap', 'java.util.Collections.sort', 'java.util.List.remove', 'java.util.LinkedList.add', 'java.util.List.toArray', 'java.util.List.add', 'java.util.Arrays.toString', 'java.util.Random.nextInt']",1,1
How do I make my Android app generate a random number,['java.util.Random.nextInt'],"['java.lang.Math.random', 'java.util.Collections.shuffle', 'java.util.Random.nextInt', 'java.util.Arrays.asList', 'java.lang.Character.toUpperCase', 'java.lang.Character.toLowerCase', 'java.util.Random.next', 'java.util.Random.nextLong', 'java.lang.System.currentTimeMillis', 'java.math.BigInteger.probablePrime']",3,2
String.join() vs other string concatenation operations,"['java.lang.String.split', 'java.lang.String.join', 'java.lang.String.concat']","['java.lang.String.concat', 'java.lang.StringBuilder.append', 'java.lang.String.intern', 'java.lang.String.hashCode', 'java.lang.String.valueOf', 'java.lang.Integer.toString', 'java.lang.String.join', 'java.lang.StringBuffer.append', 'java.lang.String.format', 'java.lang.Object.toString']",1,1
Scan a file folder in android for file paths,['java.io.File.listFiles'],"['java.nio.file.Files.newDirectoryStream', 'java.io.File.listFiles', 'java.io.File.list', 'java.nio.file.Path.resolve', 'java.nio.file.Files.move', 'java.io.File.mkdir', 'java.util.jar.JarFile.entries', 'java.io.File.getParent', 'java.io.File.exists', 'java.io.File.mkdirs']",2,3
Only let users input positive integers (no decimals or strings),['java.lang.Integer.parseInt'],"['java.lang.Integer.parseInt', 'java.lang.Integer.toString', 'java.lang.Math.floor', 'java.lang.Math.abs', 'java.lang.String.compareTo', 'java.lang.Integer.valueOf', 'java.lang.Math.pow', 'java.lang.Long.toString', 'java.lang.String.split', 'java.math.BigDecimal.valueOf']",1,1
How to make a list thread-safe for serialization,['java.util.Collections.synchronizedList'],"['java.util.Collections.synchronizedList', 'java.util.Collections.synchronizedMap', 'java.util.Collections.unmodifiableList', 'java.util.Collections.unmodifiableMap', 'java.util.Collections.synchronizedCollection', 'java.util.Comparator.comparing', 'java.util.Comparator.comparingInt', 'java.util.Collections.newSetFromMap', 'java.util.concurrent.ConcurrentHashMap.computeIfAbsent', 'java.util.Collections.unmodifiableSet']",1,1
Cube root of a negative number,['java.lang.Math.cbrt'],"['java.lang.Math.cbrt', 'java.lang.Math.sqrt', 'java.lang.Integer.parseInt', 'java.lang.Math.pow', 'java.lang.Math.atan2', 'java.awt.Graphics2D.fill', 'java.lang.Math.abs', 'java.lang.Math.atan', 'java.lang.Math.cos', 'java.lang.String.indexOf']",1,2
How to make an 2D ArrayList immutable,['java.util.Collections.unmodifiableList'],"['java.util.Collections.unmodifiableList', 'java.util.Collections.reverseOrder', 'java.util.Arrays.stream', 'java.util.Collections.shuffle', 'java.lang.System.arraycopy', 'java.util.ArrayList.add', 'java.util.Collections.sort', 'java.util.Collections.reverse', 'java.lang.Class.forName', 'java.util.stream.IntStream.mapToObj']",1,1
"Extract all occurrences of pattern K and check if string matches ""K*"" in 1 pass","['java.util.regex.Matcher.matches', 'java.util.regex.Matcher.find', 'java.lang.String.matches']","['java.lang.String.replace', 'java.lang.String.split', 'java.lang.String.indexOf', 'java.util.regex.Matcher.find', 'java.lang.String.matches', 'java.util.regex.Matcher.appendReplacement', 'java.lang.String.substring', 'java.lang.Integer.valueOf', 'java.lang.String.trim', 'java.lang.Integer.parseInt']",4,4
Java 8 grouping using custom collector,"['java.util.stream.Collectors.mapping', 'java.util.stream.Collectors.groupingBy']","['java.util.stream.Collectors.groupingBy', 'java.util.stream.Collector.of', 'java.util.stream.Stream.collect', 'java.util.stream.Collectors.reducing', 'java.util.stream.Collectors.summingInt', 'java.util.stream.Collectors.toList', 'java.util.stream.Collectors.mapping', 'java.util.stream.Collectors.toMap', 'java.util.stream.Collectors.collectingAndThen', 'java.util.stream.Collectors.joining']",1,1
How to detect overflow when convert string to integer in java,"['java.math.BigInteger.BigInteger', 'java.lang.Integer.parseInt']","['java.lang.Integer.parseInt', 'java.lang.Integer.valueOf', 'java.lang.Integer.toString', 'java.lang.Double.toString', 'java.lang.String.toCharArray', 'java.lang.Math.negateExact', 'java.lang.Long.valueOf', 'java.lang.Math.addExact', 'java.lang.Math.toIntExact', 'java.lang.Float.toString']",1,2
Is there a way to only have the OK button in a JOptionPane showInputDialog (and no CANCEL button),['javax.swing.JOptionPane.showOptionDialog'],"['javax.swing.JOptionPane.showConfirmDialog', 'javax.swing.JOptionPane.showOptionDialog', 'javax.swing.JOptionPane.showInputDialog', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.JOptionPane.showInternalInputDialog', 'javax.swing.UIManager.getIcon', 'java.awt.Container.getFocusTraversalKeys', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.Window.dispose', 'java.util.List.toArray']",2,2
Robust skipping of data in a java.io.InputStream and its subtypes,['java.io.FileInputStream.skip'],"['org.omg.CORBA.portable.InputStream.read', 'java.io.InputStream.read', 'java.io.DataInputStream.readFully', 'java.io.BufferedReader.skip', 'java.nio.file.Files.copy', 'java.lang.Class.getMethods', 'java.util.stream.LongStream.mapToObj', 'java.util.stream.LongStream.map', 'java.util.stream.Stream.map', 'java.io.File.createTempFile']",-1,10
Can we call the Garbage Collector explicitly,['java.lang.System.gc'],"['java.lang.System.gc', 'java.lang.Runtime.gc', 'java.lang.Object.finalize', 'java.util.Collections.synchronizedList', 'java.util.logging.LogManager.addLogger', 'java.lang.Thread.currentThread', 'java.lang.Runtime.getRuntime', 'java.awt.Window.dispose', 'java.lang.Object.wait', 'java.util.Arrays.asList']",1,1
What is optimal way to get four unique random number from 0-9,['java.util.Collections.shuffle'],"['java.util.Random.nextInt', 'java.lang.Math.random', 'java.util.Collections.shuffle', 'java.lang.Math.pow', 'java.lang.Math.abs', 'java.util.Random.nextLong', 'java.util.UUID.randomUUID', 'java.lang.Math.min', 'java.util.Random.ints', 'java.lang.Math.max']",3,3
Sorting a List alphabetically using compareTo() method,"['java.lang.Comparable.compareTo', 'java.lang.String.compareToIgnoreCase', 'java.util.Collections.sort']","['java.lang.Comparable.compareTo', 'java.util.Collections.sort', 'java.util.Comparator.comparing', 'java.util.Arrays.sort', 'java.lang.String.compareTo', 'java.util.List.sort', 'java.util.Collections.reverse', 'java.util.Comparator.compare', 'java.util.Collections.disjoint', 'java.lang.Double.compare']",1,6
Java Sort List of Lists,['java.util.Collections.sort'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.List.sort', 'java.util.List.subList', 'java.util.Arrays.binarySearch', 'java.util.List.add', 'java.util.List.addAll', 'java.util.Arrays.fill', 'java.util.Comparator.comparing', 'java.util.Collections.singletonMap']",1,1
Converting a time String to ISO 8601 format,"['java.time.format.DateTimeFormatter.ISO', 'java.time.Instant.toString']","['java.lang.String.format', 'java.time.OffsetDateTime.parse', 'java.text.DateFormat.format', 'java.time.LocalDate.parse', 'java.time.ZoneId.systemDefault', 'java.time.Instant.parse', 'java.text.DateFormat.parse', 'java.time.OffsetDateTime.toString', 'java.util.Calendar.getTime', 'java.lang.String.valueOf']",-1,10
Finding substring in a string in Java,"['java.lang.String.indexOf', 'java.lang.String.contains']","['java.lang.String.indexOf', 'java.lang.String.matches', 'java.lang.String.contains', 'java.lang.String.split', 'java.lang.String.lastIndexOf', 'java.lang.String.replace', 'java.lang.Integer.parseInt', 'java.lang.String.replaceAll', 'java.lang.Integer.valueOf', 'java.lang.String.substring']",1,4
Java - Wait for third party threads to finish,['java.lang.Thread.join'],"['java.lang.Thread.join', 'java.util.concurrent.Executors.newFixedThreadPool', 'java.lang.Thread.start', 'java.util.concurrent.CountDownLatch.await', 'java.util.concurrent.CountDownLatch.countDown', 'java.util.concurrent.ExecutorService.shutdown', 'java.lang.Thread.suspend', 'java.util.concurrent.Executors.newWorkStealingPool', 'javax.swing.SwingWorker.execute', 'java.lang.Process.waitFor']",1,1
Stop a Runnable submitted to ExecutorService,"['java.util.concurrent.ExecutorService.submit', 'java.util.concurrent.Future.cancel']","['java.util.concurrent.ExecutorService.submit', 'java.util.concurrent.Future.cancel', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.util.concurrent.ScheduledThreadPoolExecutor.shutdownNow', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.Executor.execute', 'java.lang.Thread.join', 'java.util.concurrent.ScheduledThreadPoolExecutor.shutdown', 'java.lang.Thread.currentThread', 'java.util.concurrent.AbstractExecutorService.submit']",1,5
String object to Boolean,"['java.lang.Boolean.parseBoolean', 'java.lang.Boolean.valueOf']","['java.lang.Boolean.parseBoolean', 'java.lang.Boolean.valueOf', 'java.lang.String.valueOf', 'java.lang.Boolean.booleanValue', 'java.lang.String.equals', 'java.lang.StringBuilder.append', 'java.lang.String.toCharArray', 'java.util.Arrays.toString', 'java.util.Arrays.fill', 'java.lang.Thread.currentThread']",1,3
killing a running thread in java,['java.lang.Thread.interrupt'],"['java.lang.Thread.interrupt', 'java.lang.Thread.stop', 'java.lang.Thread.join', 'java.lang.Thread.start', 'java.util.concurrent.Executor.execute', 'java.lang.Object.wait', 'java.lang.Thread.currentThread', 'java.lang.Process.destroy', 'java.util.concurrent.Executors.newFixedThreadPool', 'java.lang.Thread.isAlive']",1,9
Case Insensitive matching in Java,['java.lang.String.matches'],"['java.lang.String.replaceAll', 'java.util.regex.Pattern.quote', 'java.lang.String.toLowerCase', 'java.lang.String.replace', 'java.lang.String.matches', 'java.util.regex.Pattern.matches', 'java.lang.String.replaceFirst', 'java.lang.String.equalsIgnoreCase', 'java.lang.String.compareToIgnoreCase', 'java.nio.file.Path.toRealPath']",5,7
Pick a number randomly from two numbers,"['java.util.Random.nextInt', 'java.util.Collections.shuffle']","['java.util.Random.nextInt', 'java.util.Collections.shuffle', 'java.util.Random.nextBoolean', 'java.lang.Math.random', 'java.util.Arrays.toString', 'java.lang.System.currentTimeMillis', 'java.lang.Math.pow', 'java.lang.System.0oTime', 'java.lang.Object.toString', 'java.lang.Long.parseLong']",1,2
How to make ImageIO read from InputStream :Java,"['javax.imageio.ImageIO.read', 'java.lang.Class.getResourceAsStream']","['org.omg.CORBA.portable.InputStream.read', 'org.omg.CORBA.portable.OutputStream.write', 'java.io.DataInputStream.readFully', 'javax.imageio.ImageIO.read', 'java.io.FileOutputStream.write', 'java.io.FileInputStream.read', 'javax.sound.sampled.AudioSystem.getAudioInputStream', 'java.io.Reader.ready', 'java.io.PipedOutputStream.write', 'java.io.InputStream.read']",4,3
add custom attribute or metadata to file java,['java.nio.file.Files.setAttribute'],"['java.nio.file.Files.createDirectories', 'java.util.Properties.load', 'java.util.Properties.store', 'java.io.File.mkdir', 'java.lang.Class.getResourceAsStream', 'java.util.HashMap.put', 'javax.imageio.ImageIO.write', 'java.io.File.mkdirs', 'java.lang.Class.forName', 'java.io.File.createNewFile']",-1,6
Find the index in an ArrayList that contains a string,"['java.lang.String.indexOf', 'java.util.List.indexOf']","['java.lang.String.indexOf', 'java.util.List.indexOf', 'java.util.Arrays.equals', 'java.util.List.get', 'java.lang.String.contains', 'java.util.Arrays.binarySearch', 'java.util.ArrayList.indexOf', 'java.util.AbstractCollection.containsAll', 'java.util.Arrays.asList', 'java.util.List.contains']",1,5
How to check if part of a string equals another string in android,['java.lang.String.contains'],"['java.lang.String.contains', 'java.lang.String.indexOf', 'java.lang.String.equals', 'java.lang.String.contentEquals', 'java.lang.String.valueOf', 'java.lang.Double.parseDouble', 'java.lang.Integer.valueOf', 'java.lang.String.split', 'java.lang.Integer.parseInt', 'java.text.NumberFormat.parse']",1,3
How do I compare two-dimensional (or nested) Java Arrays,['java.util.Arrays.deepEquals'],"['java.util.Arrays.equals', 'java.util.Arrays.deepToString', 'java.util.Arrays.deepEquals', 'java.util.Arrays.sort', 'java.util.Arrays.toString', 'java.lang.Object.equals', 'java.util.Arrays.fill', 'java.util.List.equals', 'java.security.MessageDigest.isEqual', 'java.util.Arrays.copyOf']",3,2
Add all files recursively from root with Java 8 Stream,"['java.nio.file.FileVisitOption.FOLLOW', 'java.nio.file.Files.walk']","['java.nio.file.Files.lines', 'java.nio.file.Files.walk', 'java.nio.file.Files.find', 'java.util.stream.IntStream.concat', 'java.util.stream.Stream.flatMap', 'java.util.stream.BaseStream.close', 'java.util.stream.Stream.concat', 'java.util.stream.Stream.of', 'java.nio.file.Files.write', 'java.util.Arrays.stream']",2,2
Set main frame not resizable,['java.awt.Frame.setResizable'],"['javax.swing.JFrame.setDefaultCloseOperation', 'java.awt.Component.setBounds', 'javax.swing.JComponent.getPreferredSize', 'java.awt.Graphics.drawImage', 'java.awt.EventQueue.invokeLater', 'java.awt.Graphics2D.scale', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.Window.hide', 'javax.imageio.ImageIO.read', 'java.awt.Window.show']",-1,8
Get the list of values using dom parser in android,['org.w3c.dom.Node.getChildNodes'],"['org.w3c.dom.Document.getElementsByTagName', 'org.xml.sax.ContentHandler.startElement', 'org.w3c.dom.Element.setAttribute', 'org.w3c.dom.Element.getAttribute', 'org.w3c.dom.Element.removeAttribute', 'org.w3c.dom.Node.getNodeValue', 'org.w3c.dom.Node.getAttributes', 'org.w3c.dom.Node.getTextContent', 'org.w3c.dom.NamedNodeMap.getNamedItem', 'org.w3c.dom.Node.getFirstChild']",-1,8
How to enumerate all environment variable in Java,['java.lang.System.getenv'],"['java.lang.System.getenv', 'java.lang.ProcessBuilder.environment', 'java.util.EnumSet.allOf', 'java.lang.Runtime.exec', 'javax.management.MBeanServerConnection.queryMBeans', 'java.lang.Enum.valueOf', 'java.lang.management.ManagementFactory.getPlatformMBeanServer', 'java.lang.Class.getDeclaredFields', 'java.lang.Class.getEnumConstants', 'java.lang.Class.getDeclaredMethods']",1,1
Write to same location in a console window with java,['java.lang.System.console'],"['java.io.File.getCanonicalPath', 'java.nio.file.Files.copy', 'java.nio.file.Files.move', 'java.lang.Runtime.exec', 'java.nio.file.Files.newDirectoryStream', 'java.lang.ClassLoader.getResource', 'java.lang.System.getProperty', 'java.lang.System.getenv', 'java.io.FilterOutputStream.write', 'java.util.Properties.store']",-1,6
How to initialize a TreeMap with pre-sorted data,['java.util.TreeMap.putAll'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.Map.entrySet', 'java.util.Collections.binarySearch', 'java.util.TreeMap.put', 'java.util.Collections.unmodifiableSet', 'java.util.Comparator.reverseOrder', 'java.util.Set.addAll', 'java.util.Collections.synchronizedMap', 'java.util.Collections.synchronizedList']",-1,8
